service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1062,0,0,0,0,0,0,1,20190106,20190331
3127,1,1,1,1,1,0,0,20190107,20190118
878,0,0,0,0,0,0,1,20190204,20190217
874,0,0,0,0,0,0,1,20190120,20190127
3497,1,1,1,1,1,1,1,20190106,20190406
3781,1,1,1,1,1,0,0,20190318,20190329
3698,1,1,1,1,1,0,0,20190107,20190405
3680,1,1,1,1,1,0,0,20190107,20190405
3695,1,1,1,1,1,1,0,20190107,20190406
3677,0,0,0,0,0,0,1,20190106,20190331
3696,0,0,0,0,0,1,1,20190106,20190406
1802,1,1,1,1,1,1,0,20190107,20190406
3858,0,0,0,0,0,1,1,20190304,20190406
127,0,0,0,0,0,0,1,20190127,20190303
3678,1,1,1,1,1,0,0,20190107,20190405
3704,1,1,1,1,1,0,0,20190107,20190405
3800,1,1,1,1,1,0,0,20190107,20190405
3724,1,1,1,1,1,1,0,20190107,20190406
827,1,1,1,1,1,0,0,20190121,20190308
3801,1,1,1,1,1,0,0,20190204,20190310
3802,0,1,1,1,1,0,0,20190115,20190203
3683,1,1,1,1,1,1,0,20190107,20190406
3902,0,1,1,1,1,0,0,20190108,20190405
302,1,0,0,0,0,0,0,20190107,20190401
3805,0,0,0,0,0,1,0,20190204,20190310
3806,0,0,0,0,0,1,0,20190311,20190330
2140,0,0,0,0,0,1,0,20190112,20190406
21,1,1,1,1,1,0,0,20190107,20190118
4660,1,1,1,1,1,0,0,20190121,20190405
4695,1,1,1,1,1,0,0,20190107,20190405
4605,1,1,1,1,1,0,0,20190107,20190405
4694,1,1,1,1,1,0,0,20190107,20190405
4672,1,1,1,1,1,0,0,20190107,20190405
2396,0,0,0,0,1,0,0,20190111,20190405
4685,1,1,0,1,0,0,0,20190107,20190404
387,0,0,1,0,0,0,0,20190109,20190403
4678,1,1,0,1,1,0,0,20190107,20190405
2388,1,1,0,1,1,0,0,20190107,20190405
3875,1,1,1,1,1,0,0,20190107,20190405
3839,1,1,1,1,1,0,0,20190211,20190222
3069,0,0,0,0,0,1,0,20190112,20190406
4646,0,0,0,0,0,1,0,20190112,20190406
4682,0,0,0,0,0,0,1,20190106,20190331
4686,0,0,1,0,0,1,0,20190109,20190406
4687,0,0,1,0,0,1,0,20190109,20190406
4693,1,1,1,1,1,0,0,20190107,20190405
4684,1,1,1,1,1,0,0,20190211,20190222
4683,1,1,1,1,1,0,0,20190107,20190405
4698,1,1,1,1,1,1,0,20190107,20190406
4697,1,1,1,1,1,0,0,20190121,20190405
4658,1,1,1,1,1,0,0,20190107,20190405
4673,0,0,0,0,1,1,0,20190111,20190406
4580,0,0,0,0,0,0,1,20190106,20190331
4677,0,0,0,0,0,0,1,20190106,20190331
3838,0,0,1,0,0,0,0,20190213,20190220
4679,1,1,0,1,1,0,0,20190211,20190222
4680,1,1,0,1,1,0,0,20190107,20190405
2379,0,0,1,0,0,0,0,20190109,20190403
254,1,1,1,1,1,0,0,20190325,20190405
4587,1,1,1,1,1,0,0,20190107,20190322
4676,0,0,0,0,0,1,0,20190112,20190406
1235,0,0,1,0,0,0,0,20190109,20190403
4776,1,1,1,1,1,0,0,20190107,20190113
4675,1,1,1,1,1,0,0,20190107,20190405
561,0,0,0,0,1,0,0,20190111,20190405
1321,1,1,1,1,0,1,0,20190107,20190406
1344,0,0,0,0,0,1,1,20190106,20190324
1323,0,0,0,0,1,0,1,20190106,20190405
1337,0,0,0,0,1,0,1,20190106,20190405
1343,0,0,0,0,1,0,1,20190106,20190405
1345,0,0,0,0,1,0,1,20190106,20190405
1338,0,0,0,0,1,0,0,20190111,20190405
726,1,0,0,0,0,0,0,20190107,20190401
1377,0,1,1,1,1,1,1,20190106,20190406
1275,1,0,0,0,0,0,0,20190107,20190401
661,0,1,1,1,1,0,0,20190108,20190405
1312,1,0,0,0,0,0,0,20190107,20190401
1309,1,1,1,1,0,0,0,20190107,20190404
1317,1,1,1,1,1,1,0,20190107,20190406
1224,0,0,0,0,1,0,0,20190111,20190405
1310,0,0,0,0,0,0,1,20190106,20190331
1318,0,0,0,0,0,0,1,20190106,20190331
1319,1,1,1,1,0,0,0,20190107,20190404
1322,0,0,0,0,0,0,1,20190106,20190331
1320,1,1,0,1,0,0,0,20190107,20190404
712,0,0,1,0,0,0,0,20190109,20190403
1314,0,0,0,0,1,1,0,20190111,20190406
1313,1,1,1,1,0,1,1,20190106,20190406
1434,1,1,1,1,1,1,0,20190107,20190119
704,1,1,1,1,1,0,0,20190107,20190118
1408,1,1,1,1,1,1,0,20190107,20190406
1316,0,0,1,0,0,0,0,20190109,20190403
1315,1,1,1,1,0,0,0,20190107,20190404
1326,0,0,0,0,0,0,1,20190106,20190331
1325,0,0,0,0,1,0,1,20190106,20190405
1324,0,1,1,1,1,1,0,20190108,20190406
730,1,1,1,1,0,1,1,20190106,20190406
715,1,0,0,0,0,0,0,20190107,20190401
720,0,0,1,0,0,0,0,20190220,20190227
729,1,1,0,1,1,0,0,20190107,20190405
731,0,0,0,0,1,1,1,20190106,20190406
616,1,1,1,1,0,0,0,20190107,20190404
600,0,0,0,0,0,1,1,20190106,20190406
732,0,0,0,0,1,1,0,20190111,20190406
2277,1,1,1,1,1,0,0,20190107,20190301
2410,1,1,1,1,1,0,0,20190107,20190301
953,1,1,1,1,1,0,0,20190107,20190111
5196,0,0,0,0,0,0,1,20190106,20190331
5194,0,0,0,0,0,1,0,20190112,20190330
5171,1,1,0,1,1,0,0,20190107,20190405
2022,0,0,1,0,1,1,0,20190109,20190406
2021,0,0,1,0,1,1,0,20190109,20190406
2056,1,1,1,1,0,1,1,20190106,20190406
718,0,0,0,0,0,0,1,20190106,20190331
713,1,1,1,1,1,0,0,20190107,20190405
722,1,1,1,1,0,0,0,20190218,20190228
723,1,1,1,1,1,0,0,20190218,20190301
725,0,0,0,0,0,0,1,20190106,20190331
728,0,0,0,0,0,0,1,20190106,20190331
717,1,1,1,1,1,0,0,20190107,20190405
714,0,0,0,0,0,0,1,20190106,20190331
645,1,1,1,1,1,0,0,20190107,20190405
716,1,1,1,1,1,0,0,20190107,20190406
719,1,1,0,1,1,0,0,20190107,20190405
721,0,0,0,0,0,0,1,20190204,20190310
727,0,0,0,0,0,1,1,20190106,20190406
724,1,1,1,1,1,0,0,20190107,20190405
2432,1,1,1,1,1,0,0,20190107,20190405
4279,1,1,1,1,1,0,0,20190107,20190405
4280,0,0,0,0,0,1,0,20190112,20190406
4282,1,1,1,1,1,0,0,20190107,20190405
4256,0,0,0,0,0,1,0,20190112,20190406
4039,1,1,1,1,0,1,1,20190106,20190406
4022,0,0,0,0,1,0,0,20190111,20190405
4257,1,1,1,1,1,1,1,20190106,20190406
4271,0,0,0,0,0,0,1,20190106,20190331
4251,1,1,1,1,1,1,0,20190107,20190406
4276,0,0,0,0,0,0,1,20190106,20190331
4134,1,0,0,0,0,0,0,20190107,20190401
4281,1,1,0,1,1,0,0,20190107,20190405
4286,1,1,1,1,1,0,0,20190107,20190405
4277,0,0,0,0,0,1,1,20190106,20190406
4290,1,1,1,1,1,0,1,20190106,20190405
4288,0,0,1,0,0,0,0,20190109,20190403
4278,1,1,0,1,1,0,0,20190107,20190405
1218,0,0,0,0,1,0,0,20190111,20190405
1220,0,0,0,0,0,1,0,20190112,20190406
1219,0,0,0,0,0,0,1,20190106,20190331
1241,1,1,1,1,1,0,1,20190106,20190405
1245,0,0,1,0,0,0,0,20190109,20190403
3885,0,0,1,1,1,0,0,20190109,20190405
3884,1,1,0,0,1,0,0,20190107,20190405
3829,0,1,0,0,1,1,0,20190108,20190406
3837,1,1,0,1,1,0,0,20190107,20190405
3849,1,1,1,1,1,0,0,20190107,20190405
1008,1,1,1,1,1,0,0,20190107,20190405
3834,0,0,0,0,1,0,0,20190215,20190222
2667,1,0,0,0,0,0,0,20190107,20190401
1622,1,0,0,0,0,0,0,20190107,20190401
3840,1,0,0,0,0,0,0,20190211,20190218
1223,0,0,0,0,1,1,0,20190111,20190406
3827,0,0,1,0,0,0,0,20190109,20190403
427,1,1,1,1,1,0,0,20190107,20190405
3880,0,0,1,0,0,0,0,20190109,20190403
3877,0,0,0,0,0,1,0,20190112,20190406
3876,1,1,0,1,1,0,0,20190107,20190405
2427,1,1,1,1,1,1,0,20190107,20190406
3878,0,0,0,0,0,0,1,20190106,20190331
3972,0,1,1,1,1,0,0,20190108,20190405
3997,1,0,0,0,0,0,0,20190107,20190401
3996,0,1,1,1,1,0,0,20190108,20190405
3971,1,0,0,0,0,0,0,20190107,20190401
2428,0,0,0,0,1,0,0,20190111,20190405
3882,0,0,0,0,0,0,1,20190106,20190331
3883,1,1,1,1,1,0,0,20190107,20190405
3992,1,1,1,1,0,0,0,20190107,20190404
3993,0,0,0,0,1,0,0,20190111,20190405
3881,0,0,0,0,0,0,1,20190106,20190331
3835,1,1,1,1,1,0,0,20190107,20190405
3828,1,1,0,1,1,0,0,20190107,20190405
3830,1,1,0,1,1,0,0,20190107,20190405
3949,0,0,0,0,0,1,0,20190112,20190406
3948,0,0,0,0,0,0,1,20190113,20190331
2439,1,1,1,1,1,0,0,20190107,20190405
3947,1,1,1,1,1,0,0,20190107,20190405
3945,0,0,1,0,0,0,0,20190109,20190403
3776,1,1,1,1,1,0,0,20190211,20190222
4994,0,0,0,0,1,0,0,20190111,20190405
4996,0,0,1,0,1,0,0,20190109,20190405
2690,1,1,1,1,1,0,1,20190106,20190405
2389,1,1,1,1,0,0,1,20190106,20190404
4995,0,1,1,1,1,1,0,20190108,20190406
5004,1,1,0,1,1,0,0,20190107,20190405
4997,1,1,1,1,1,0,0,20190107,20190405
5007,1,1,0,1,1,0,0,20190107,20190405
4998,1,0,0,0,0,0,0,20190107,20190401
4993,1,1,1,1,0,0,0,20190107,20190404
4930,1,0,0,0,0,0,0,20190107,20190325
4969,1,1,1,1,1,1,0,20190330,20190406
4902,1,1,1,1,1,0,0,20190401,20190405
4934,1,1,1,1,1,1,1,20190107,20190329
4972,1,1,1,1,1,1,0,20190330,20190406
4862,1,1,1,1,1,1,0,20190107,20190329
4950,0,0,0,0,0,1,1,20190112,20190324
227,1,1,1,1,1,0,0,20190107,20190329
4976,0,0,0,0,1,0,0,20190329,20190405
4974,1,1,1,1,1,1,0,20190330,20190406
4968,0,0,0,0,0,1,0,20190330,20190406
4970,1,1,1,1,1,0,0,20190107,20190329
4971,1,1,1,1,1,0,0,20190401,20190405
4931,0,0,0,0,0,1,0,20190112,20190323
4942,0,0,0,0,0,0,1,20190113,20190324
4966,1,1,1,1,1,1,0,20190330,20190406
971,0,0,0,0,1,0,1,20190106,20190405
4975,1,1,1,1,1,1,0,20190401,20190406
3076,0,0,0,0,0,1,1,20190106,20190331
5006,0,1,1,1,0,0,0,20190108,20190404
1239,1,1,1,1,0,1,0,20190107,20190406
3114,1,1,1,1,1,0,0,20190128,20190217
3137,1,1,1,1,1,0,0,20190311,20190329
273,1,1,1,1,1,0,0,20190311,20190322
913,1,1,1,1,1,0,0,20190325,20190329
3135,0,1,1,1,1,0,0,20190108,20190405
4546,1,1,1,1,1,0,1,20190106,20190405
2380,0,0,0,0,1,1,1,20190106,20190406
4540,1,1,1,1,1,0,0,20190304,20190405
2256,0,0,0,0,1,0,0,20190111,20190405
1489,1,0,0,0,0,0,0,20190107,20190401
1496,0,1,1,1,1,0,0,20190108,20190405
4539,1,1,1,1,0,1,0,20190107,20190406
1495,0,0,0,0,1,0,1,20190106,20190405
4495,1,0,0,0,0,0,0,20190107,20190401
4567,0,0,0,0,1,0,0,20190111,20190405
1712,0,0,0,0,0,1,0,20190302,20190309
1493,0,0,0,0,0,1,0,20190112,20190406
1784,0,0,0,0,0,1,0,20190302,20190316
1492,0,0,0,0,0,0,1,20190106,20190331
4536,0,1,1,1,1,0,0,20190108,20190405
1485,0,0,0,0,1,1,0,20190111,20190406
2295,0,0,0,0,0,1,1,20190106,20190406
4490,1,1,1,1,1,0,0,20190107,20190405
4534,0,0,0,0,1,0,0,20190111,20190322
4570,0,0,0,0,0,1,0,20190112,20190323
4538,0,0,0,0,0,0,1,20190113,20190324
4535,0,0,0,1,1,0,0,20190110,20190328
4479,0,0,0,0,0,1,0,20190330,20190406
1430,0,0,0,0,0,1,1,20190330,20190406
4478,0,0,0,1,1,0,0,20190329,20190405
4468,0,0,0,0,0,1,0,20190330,20190406
4533,1,0,0,0,0,0,0,20190114,20190325
4541,0,0,0,0,0,1,1,20190112,20190324
4474,0,0,0,0,0,1,0,20190330,20190406
4480,0,0,0,0,0,1,0,20190330,20190406
1759,0,0,0,0,0,0,1,20190106,20190331
4486,0,0,0,0,0,1,0,20190112,20190331
4467,0,0,0,0,0,1,0,20190112,20190406
4487,0,0,0,0,0,0,1,20190106,20190406
2449,1,1,1,1,0,0,0,20190107,20190131
4545,0,0,0,0,0,1,0,20190302,20190406
4568,0,0,0,0,0,1,0,20190202,20190223
4551,1,0,0,0,0,0,0,20190204,20190225
243,0,0,0,0,0,0,1,20190106,20190127
342,0,0,0,0,0,1,0,20190112,20190126
4550,0,1,1,1,1,0,0,20190226,20190405
4555,0,1,1,1,1,0,0,20190205,20190222
4515,1,1,1,1,1,0,0,20190226,20190405
4557,1,1,1,1,1,0,0,20190204,20190225
478,1,0,0,0,0,0,0,20190107,20190128
589,0,1,1,1,1,0,0,20190108,20190201
4552,1,0,0,0,0,0,0,20190304,20190401
4544,0,0,0,0,0,1,0,20190112,20190223
4577,0,0,0,0,0,0,1,20190303,20190331
4578,0,0,0,0,0,0,1,20190203,20190224
4525,0,0,0,0,0,0,1,20190106,20190224
4526,0,0,0,0,0,0,1,20190303,20190331
4516,1,1,1,1,1,0,0,20190107,20190225
2006,0,0,0,0,0,1,1,20190106,20190127
4565,0,0,0,0,0,1,1,20190202,20190224
4573,0,0,0,0,0,1,1,20190302,20190406
4572,1,1,1,1,1,1,0,20190226,20190406
4571,1,1,1,1,1,1,0,20190202,20190225
4566,0,0,0,0,0,1,1,20190302,20190406
2291,0,0,0,0,1,0,0,20190111,20190405
4507,0,0,0,0,0,1,1,20190106,20190406
2285,1,1,1,1,0,0,0,20190114,20190404
2334,0,0,0,0,0,0,1,20190106,20190113
2254,1,1,1,1,1,0,0,20190114,20190405
2333,0,0,0,0,0,1,0,20190119,20190406
2332,0,0,0,0,0,0,1,20190120,20190331
4575,0,0,0,0,0,1,1,20190106,20190203
4576,0,0,0,0,0,1,1,20190209,20190406
4574,0,0,0,0,0,0,1,20190106,20190331
4492,1,0,1,1,1,0,0,20190107,20190405
4491,0,1,0,0,0,0,0,20190108,20190402
1380,0,0,0,0,0,1,0,20190330,20190406
2270,0,0,0,0,1,0,0,20190118,20190405
2282,1,1,1,1,0,0,0,20190107,20190110
2335,0,0,0,0,0,1,1,20190106,20190113
2331,0,0,0,0,0,1,1,20190119,20190406
5425,1,1,1,1,1,0,1,20190203,20190405
5427,1,1,1,1,1,0,1,20190106,20190201
5426,0,0,0,0,0,0,1,20190203,20190331
383,1,1,0,1,1,0,0,20190107,20190405
5407,0,0,1,0,0,0,0,20190109,20190403
5408,1,1,0,1,1,0,0,20190107,20190405
5410,0,0,1,0,0,1,0,20190109,20190406
5412,0,0,0,0,0,1,0,20190216,20190223
384,0,0,0,0,0,1,0,20190112,20190406
385,1,1,1,1,1,0,0,20190107,20190405
5409,1,1,1,1,1,0,0,20190211,20190222
1629,1,1,1,1,1,0,0,20190107,20190405
382,0,0,0,0,1,0,0,20190111,20190405
375,1,1,1,1,1,0,0,20190107,20190125
398,1,1,1,1,1,1,1,20190107,20190125
271,1,1,1,1,1,0,0,20190108,20190125
386,0,0,1,0,1,0,0,20190109,20190405
466,0,0,0,0,0,0,1,20190106,20190331
369,0,0,1,0,0,1,0,20190109,20190406
493,1,1,1,1,1,1,0,20190107,20190228
1248,1,1,1,1,1,0,0,20190107,20190228
5465,1,0,0,0,0,0,0,20190107,20190225
174,0,0,0,0,0,0,1,20190106,20190224
503,1,1,1,1,1,0,1,20190106,20190228
490,1,1,1,1,1,0,0,20190107,20190228
502,0,0,0,0,1,0,1,20190106,20190224
1226,0,0,0,0,0,1,1,20190106,20190224
506,1,1,1,1,0,0,0,20190107,20190228
491,0,0,0,0,0,1,0,20190112,20190223
237,0,0,0,0,1,0,0,20190111,20190222
494,1,1,1,1,1,1,1,20190106,20190228
520,1,0,0,0,0,0,0,20190107,20190225
1204,1,1,1,1,0,1,0,20190107,20190228
509,0,1,1,1,1,0,0,20190108,20190228
5464,0,0,0,0,1,0,1,20190106,20190310
5466,1,1,1,1,0,1,0,20190107,20190309
5468,1,1,1,1,1,1,1,20190106,20190310
974,1,1,1,1,1,0,0,20190107,20190308
3085,0,0,0,0,1,0,0,20190111,20190308
5463,1,1,1,1,0,0,0,20190107,20190307
2413,1,1,1,1,1,1,1,20190106,20190303
5486,1,1,1,1,1,1,0,20190107,20190302
5461,0,0,0,0,0,1,0,20190112,20190309
5480,1,1,1,1,1,0,1,20190106,20190310
400,0,0,0,0,0,0,1,20190106,20190310
5479,0,0,0,0,1,0,0,20190111,20190405
2663,1,1,0,1,1,0,0,20190107,20190405
569,1,0,0,0,0,0,0,20190107,20190401
2651,0,0,0,0,1,0,0,20190111,20190405
2593,1,1,1,1,1,1,0,20190107,20190406
2959,1,1,1,1,1,0,0,20190107,20190405
2738,1,1,1,1,1,0,0,20190107,20190405
2665,1,1,1,1,1,1,0,20190216,20190302
562,1,1,1,1,1,0,0,20190218,20190301
2650,0,0,0,0,1,0,0,20190111,20190405
2645,0,0,0,0,0,0,1,20190106,20190331
2660,1,0,0,0,0,0,0,20190107,20190401
2669,0,0,0,0,1,0,0,20190111,20190405
2952,0,0,1,0,1,0,0,20190109,20190405
2728,0,0,0,0,0,0,1,20190203,20190331
2729,0,0,0,0,0,0,1,20190106,20190224
2668,0,0,0,0,1,0,0,20190111,20190405
2726,0,0,0,0,1,0,0,20190111,20190127
2727,0,0,0,0,1,0,0,20190201,20190405
2655,0,0,0,0,1,0,0,20190111,20190405
1574,1,1,1,1,1,0,0,20190107,20190405
2649,1,1,1,1,1,1,1,20190211,20190310
2652,0,0,0,0,1,1,1,20190106,20190406
2653,0,0,0,0,0,0,1,20190113,20190331
2374,1,1,1,1,1,0,0,20190107,20190405
2666,0,0,0,0,0,1,1,20190106,20190406
264,1,1,1,1,1,0,0,20190107,20190118
2626,0,0,0,0,0,1,0,20190112,20190406
2618,1,1,1,1,1,1,0,20190107,20190406
2612,1,1,1,1,1,1,1,20190107,20190406
2621,1,1,1,1,1,1,0,20190107,20190406
2975,1,1,1,1,1,1,0,20190211,20190406
241,1,1,1,1,1,1,0,20190107,20190209
2944,1,1,1,1,1,0,0,20190107,20190405
2693,0,0,0,0,1,0,1,20190106,20190405
2658,1,1,1,1,1,0,0,20190106,20190405
2654,0,0,0,0,0,1,1,20190106,20190406
2399,1,1,1,1,1,1,0,20190107,20190405
5180,1,1,1,1,1,0,0,20190211,20190405
3788,0,0,1,0,0,0,0,20190227,20190403
5190,0,0,0,0,1,0,0,20190215,20190405
4408,1,1,1,1,1,0,0,20190225,20190405
5188,0,0,0,0,0,1,1,20190216,20190406
5182,0,0,0,0,0,1,0,20190302,20190330
5189,0,0,0,0,0,1,0,20190216,20190406
5181,1,1,1,1,1,0,0,20190211,20190405
2065,1,1,1,1,1,0,0,20190107,20190405
3302,0,0,0,0,1,1,1,20190106,20190406
5192,0,0,0,0,1,1,0,20190111,20190406
2390,0,0,0,0,0,1,0,20190112,20190330
1626,0,0,1,0,0,0,0,20190213,20190220
5175,0,0,0,0,1,0,0,20190111,20190405
1630,1,1,0,1,1,0,0,20190107,20190405
5173,1,1,1,1,1,0,0,20190107,20190224
5179,1,1,1,1,0,0,0,20190107,20190405
5174,1,0,0,0,0,0,0,20190107,20190401
5172,1,1,1,1,0,0,0,20190211,20190221
5177,0,0,0,0,1,0,0,20190111,20190405
2253,1,1,0,1,0,0,0,20190107,20190404
5187,0,0,0,0,0,0,1,20190113,20190331
1588,0,1,1,1,1,0,0,20190108,20190405
5193,0,0,0,0,0,0,1,20190204,20190224
5202,1,1,1,1,1,1,1,20190106,20190406
5178,0,0,1,0,0,1,0,20190211,20190403
5183,1,0,0,0,0,0,0,20190107,20190401
3851,1,1,0,1,1,0,0,20190107,20190405
3846,0,0,0,0,0,0,1,20190106,20190310
3844,0,0,0,0,0,1,0,20190112,20190309
3847,1,1,1,1,1,0,0,20190107,20190405
3848,0,0,0,0,0,1,0,20190316,20190406
3845,0,0,0,0,0,1,1,20190316,20190406
3843,0,0,0,0,0,1,1,20190106,20190310
312,0,0,0,0,0,1,0,20190112,20190309
2086,1,1,1,1,0,0,0,20190107,20190404
2085,0,0,0,0,1,0,0,20190111,20190405
3842,0,1,0,1,0,0,0,20190108,20190404
3841,1,0,1,0,1,0,0,20190107,20190405
14271,0,0,0,0,0,0,1,20190106,20190331
8006,1,1,1,1,1,1,0,20190121,20190223
14269,1,1,1,1,1,1,0,20190107,20190406
10807,0,0,0,0,0,1,0,20190302,20190406
14268,0,0,0,0,0,1,0,20190112,20190223
14267,0,0,0,0,0,0,1,20190106,20190331
14270,0,0,0,0,0,0,1,20190106,20190331
1872,1,1,1,1,1,0,0,20190107,20190222
2207,1,1,1,1,1,0,0,20190107,20190329
2184,1,1,1,1,1,0,0,20190107,20190222
2186,1,1,1,1,1,0,0,20190107,20190329
2131,0,0,0,0,0,1,1,20190209,20190331
4579,0,0,0,0,0,1,1,20190106,20190406
4615,0,0,0,0,0,0,1,20190106,20190331
4622,0,0,0,0,0,0,1,20190106,20190331
4611,1,1,1,1,1,0,0,20190107,20190322
3742,1,1,1,1,0,0,0,20190107,20190404
4765,1,1,1,1,1,0,0,20190107,20190405
4601,0,0,0,0,1,0,0,20190111,20190405
4635,0,0,0,0,0,1,0,20190112,20190406
3290,1,1,1,1,1,0,0,20190107,20190405
3625,1,1,1,1,0,0,0,20190107,20190404
3561,1,1,1,1,1,0,0,20190107,20190405
3586,1,1,1,1,1,0,1,20190106,20190405
3398,0,0,0,0,1,1,1,20190106,20190406
3395,1,1,1,1,1,1,1,20190106,20190406
3626,0,0,0,0,1,1,1,20190208,20190406
3624,0,0,0,0,1,1,1,20190106,20190203
3639,0,0,0,0,0,1,0,20190112,20190406
3394,1,1,1,1,1,1,1,20190106,20190406
3282,1,1,1,1,1,1,1,20190106,20190406
3304,1,1,1,1,1,1,1,20190106,20190406
3333,1,1,1,1,1,0,0,20190107,20190405
3288,1,1,1,1,1,1,1,20190106,20190406
204,0,0,0,0,0,1,0,20190112,20190406
3328,1,1,1,1,1,1,1,20190106,20190406
3281,1,1,1,1,1,1,1,20190106,20190406
3535,1,1,1,1,1,0,0,20190107,20190405
3640,1,1,1,1,1,1,0,20190107,20190406
3426,0,0,0,0,0,1,1,20190106,20190406
3428,1,1,1,1,1,0,0,20190107,20190405
3326,0,0,0,0,1,0,0,20190111,20190405
3327,0,0,0,0,0,1,1,20190106,20190406
3402,1,1,1,1,0,0,0,20190107,20190404
3308,1,1,1,1,1,1,1,20190106,20190406
3403,0,0,0,0,1,1,1,20190106,20190406
3184,0,0,0,0,0,1,0,20190126,20190302
4819,0,0,0,0,0,0,1,20190304,20190331
4772,1,1,1,1,1,0,0,20190107,20190405
4709,1,1,1,1,1,0,0,20190121,20190308
4790,0,0,0,0,0,1,0,20190304,20190406
3966,1,1,1,1,1,0,0,20190121,20190329
4839,0,0,0,0,0,0,1,20190304,20190331
4822,1,1,1,1,1,0,1,20190311,20190405
4721,1,1,1,1,1,1,0,20190311,20190406
4722,1,1,1,1,1,1,0,20190121,20190308
4820,0,0,0,0,0,1,0,20190119,20190406
3190,1,1,1,1,1,0,0,20190204,20190308
4833,0,0,0,0,0,0,1,20190106,20190113
4825,0,0,0,0,0,1,0,20190304,20190406
4781,0,0,0,0,0,0,1,20190106,20190331
4725,1,1,1,1,1,0,0,20190311,20190329
4647,1,1,1,1,1,0,0,20190107,20190405
3757,0,0,0,0,0,1,1,20190106,20190406
94,1,1,1,1,1,0,0,20190218,20190222
3768,1,1,1,1,1,1,0,20190401,20190406
3679,1,1,1,1,1,0,0,20190107,20190405
3766,1,1,1,1,1,0,0,20190107,20190329
3770,1,1,1,1,1,0,0,20190107,20190405
3769,1,1,1,1,1,0,0,20190401,20190405
3767,1,1,1,1,1,1,0,20190107,20190330
3710,1,1,1,1,1,1,0,20190107,20190406
1995,1,1,1,1,1,0,0,20190218,20190315
3783,0,0,0,0,1,0,0,20190301,20190405
3784,1,1,1,1,1,0,0,20190218,20190405
3821,1,1,1,1,1,1,0,20190107,20190217
3226,1,1,1,1,1,0,0,20190107,20190215
3708,0,0,0,0,0,0,1,20190106,20190331
3712,0,0,0,0,0,1,1,20190106,20190406
3922,0,1,1,1,1,0,0,20190219,20190222
3785,1,1,1,1,1,0,0,20190225,20190405
3727,0,0,0,0,0,0,1,20190106,20190331
74,0,0,0,0,0,1,0,20190209,20190216
118,0,0,0,0,0,1,1,20190209,20190217
114,1,1,1,1,1,0,0,20190205,20190222
3967,0,0,0,0,0,1,0,20190112,20190406
3894,1,1,1,1,1,0,0,20190211,20190405
3915,0,1,1,1,1,0,0,20190108,20190201
3917,1,0,0,0,0,0,0,20190107,20190204
3921,0,1,1,1,1,0,0,20190205,20190215
3975,0,0,0,0,0,0,1,20190106,20190331
3970,0,0,0,0,0,1,1,20190106,20190406
3687,1,1,1,1,1,0,0,20190107,20190215
3771,1,1,1,1,1,0,0,20190107,20190329
4184,1,1,1,1,1,0,0,20190319,20190405
4185,1,1,1,1,1,0,0,20190305,20190318
4183,1,1,1,1,1,0,0,20190128,20190304
2415,1,1,1,1,1,0,0,20190107,20190125
4267,0,0,0,0,1,0,0,20190322,20190405
4269,0,0,0,0,1,0,0,20190201,20190301
4263,0,0,0,0,1,0,0,20190111,20190125
4270,0,0,0,0,1,0,0,20190308,20190315
4095,1,1,1,1,1,0,0,20190319,20190405
3460,1,1,1,1,1,0,0,20190128,20190318
3462,0,0,0,0,0,1,1,20190202,20190317
4102,1,1,1,1,1,0,0,20190107,20190315
4108,1,1,1,1,1,0,0,20190322,20190405
4220,0,0,0,0,0,1,1,20190323,20190406
4139,1,1,1,1,1,1,1,20190128,20190406
4140,1,1,1,1,1,1,1,20190106,20190127
3485,1,1,1,1,1,1,1,20190319,20190406
3489,1,1,1,1,1,1,1,20190106,20190127
4262,1,1,1,1,0,1,1,20190128,20190318
4228,1,1,1,1,1,0,0,20190218,20190322
4265,1,1,1,1,0,1,1,20190106,20190127
4266,1,1,1,1,0,1,1,20190319,20190406
4168,1,1,1,1,1,1,1,20190128,20190318
4110,0,0,0,0,0,0,1,20190203,20190317
4213,1,1,1,1,1,0,0,20190218,20190318
4109,0,0,0,0,0,0,1,20190324,20190331
4215,0,1,1,1,1,0,0,20190319,20190322
4201,0,0,0,0,0,1,0,20190202,20190302
4202,1,1,1,1,1,1,0,20190319,20190406
4200,0,0,0,0,0,1,0,20190309,20190316
4216,0,0,0,0,0,1,1,20190309,20190317
4217,1,1,1,1,1,1,1,20190128,20190217
4230,0,0,0,0,0,1,1,20190309,20190406
4218,1,1,1,1,1,1,1,20190323,20190406
4195,1,1,1,1,1,1,1,20190128,20190304
4194,1,1,1,1,1,1,1,20190319,20190406
4193,1,1,1,1,1,1,1,20190305,20190318
4237,0,0,0,0,0,1,0,20190309,20190406
4235,0,0,0,0,0,1,0,20190112,20190302
4083,0,1,1,1,1,0,0,20190204,20190405
1803,0,0,0,0,0,1,0,20190112,20190406
4086,1,1,1,1,1,0,0,20190128,20190210
4084,1,0,0,0,0,0,0,20190325,20190401
4244,0,0,0,0,0,0,1,20190106,20190303
4236,0,0,0,0,0,0,1,20190310,20190317
4223,1,1,1,1,1,0,0,20190107,20190304
